dataset,id,key,letter,length,source,sublibrary,n_missing,missing_fields,n_suspicious,suspicious_fields,suspicious_notes
pseudolabels,0b9d0040a548,0b9d0040a548_eb118d,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,202f1e1cffbe,202f1e1cffbe_f3a357,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,300e5cf8ad87,300e5cf8ad87_645ac3,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,4116bdc6a6ff,4116bdc6a6ff_98a95c,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,1bbb729533ca,1bbb729533ca_f2e8b0,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,9dc9ed1e4a6e,9dc9ed1e4a6e_784fb7,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,d18de9b06bd1,d18de9b06bd1_3e1eb3,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,f9461b385487,f9461b385487_3140d3,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,402d87e9a054,402d87e9a054_e4da0c,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,ac15bb75bea2,ac15bb75bea2_29fb8b,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,ee812117a066,ee812117a066_391318,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,1cafad8b6a04,1cafad8b6a04_937350,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,4d3dd41eba91,4d3dd41eba91_0fc678,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,46a8fb8cb5d1,46a8fb8cb5d1_e0cc0e,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,ed3e71ccc4b2,ed3e71ccc4b2_7a56d9,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,d0da9e0d022b,d0da9e0d022b_16845f,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,86845434fde7,86845434fde7_909439,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,d130a8256d28,d130a8256d28_eea48a,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,d82ff96b82de,d82ff96b82de_dae06f,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,6aadc1ee8e0e,6aadc1ee8e0e_9ab931,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,3363c44c23ea,3363c44c23ea_a41f8f,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,6ba07f5ed87a,6ba07f5ed87a_d8df0c,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,1efe320e40a0,1efe320e40a0_f28838,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,a476ea8056cf,a476ea8056cf_2290d9,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,61a56043e112,61a56043e112_609cec,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,5279b9fc743e,5279b9fc743e_c3eb3a,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,de08268ed564,de08268ed564_3af52e,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,47e867d372d2,47e867d372d2_d7b86d,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,b1a98a057a9b,b1a98a057a9b_284b14,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,f483b5c4288b,f483b5c4288b_5d5533,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,524f84060705,524f84060705_81aac8,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,a8965aba83cc,a8965aba83cc_37fa71,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,e20571422738,e20571422738_04c333,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,ae7219b2b4ce,ae7219b2b4ce_b38810,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,5fa18a5f25e2,5fa18a5f25e2_b7d229,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,b3051ad44618,b3051ad44618_427ae2,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,3db8fa78e2e9,3db8fa78e2e9_e6d6d8,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,3fb5afc9c1ef,3fb5afc9c1ef_66444b,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,9019d856c384,9019d856c384_92cfa4,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,c2be0e8b8f53,c2be0e8b8f53_8a7d29,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,8802fe5ee4e6,8802fe5ee4e6_b2d537,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,80307ec37fc7,80307ec37fc7_6b02b5,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,0441ed1a3b6a,0441ed1a3b6a_63e7dc,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,9a10332b9528,9a10332b9528_a0d6aa,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,4285b6234e37,4285b6234e37_3312bb,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,ae21ca5d5dc7,ae21ca5d5dc7_bda662,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,0b94993065b2,0b94993065b2_2b6645,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,2ffe9a5d4ce2,2ffe9a5d4ce2_f17d64,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,6653784d5fda,6653784d5fda_8d7efd,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,87b2d3f9c1b3,87b2d3f9c1b3_54ba41,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,2b5625d6cb89,2b5625d6cb89_45ee29,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,db16221ecf2e,db16221ecf2e_561fda,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,a8c4e3c123f4,a8c4e3c123f4_97ace9,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,46f516478695,46f516478695_e0141c,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,6f47f721278c,6f47f721278c_6a8452,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,d5c7d8137aa6,d5c7d8137aa6_6efaa0,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,aaea02134402,aaea02134402_cad199,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,aad42d53377e,aad42d53377e_d043a4,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,af29f6a752d8,af29f6a752d8_737d35,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,1621b817d58b,1621b817d58b_de5fd2,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,edcc18f71777,edcc18f71777_a8bb39,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,6256357dcaed,6256357dcaed_348e11,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,f7938a32566b,f7938a32566b_d3ddf5,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,57445aa1ed30,57445aa1ed30_5133ce,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,533c5d086568,533c5d086568_f020fc,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,a0264a54873c,a0264a54873c_0cc2b7,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,46abc7aa179b,46abc7aa179b_3be48d,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,b0fff9a8bd4f,b0fff9a8bd4f_a47f08,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,a430e8b3cd3a,a430e8b3cd3a_ef92a4,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,2b326fa24c6b,2b326fa24c6b_7e68ed,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,1a6e432a066c,1a6e432a066c_1d3b2e,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,93e6af37d4a6,93e6af37d4a6_893b05,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,6645435aa126,6645435aa126_798dbf,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,934488f14388,934488f14388_cd15ac,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,a3fe35352dbe,a3fe35352dbe_8f9f17,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,963b9ea53ba7,963b9ea53ba7_fc831a,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,91291126a2ec,91291126a2ec_6766a7,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,5168bebf122c,5168bebf122c_9be309,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,d33d71efb5a7,d33d71efb5a7_15fc1b,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,9d905f34a0fc,9d905f34a0fc_109881,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,dd942027fac3,dd942027fac3_6407df,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,05a01459ecd7,05a01459ecd7_759676,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,00b1d97f174f,00b1d97f174f_0023cb,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,4599ff1b1886,4599ff1b1886_a0aca3,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,d7cd079e1149,d7cd079e1149_fc2e6b,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,b6269317fb4c,b6269317fb4c_386035,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,d040d25ff17d,d040d25ff17d_58a168,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,8699a0e571e7,8699a0e571e7_79087c,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,9884c8a0a74e,9884c8a0a74e_b7e7be,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,f8925caa23fc,f8925caa23fc_7eedb1,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,ec7bf0d6e620,ec7bf0d6e620_2f8ef8,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,78cc6dd1772c,78cc6dd1772c_8c73dd,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,5e813a98d809,5e813a98d809_923842,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,a2de482f0f1f,a2de482f0f1f_a4428b,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,bfc84e9c8b02,bfc84e9c8b02_b9bd05,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,03deec2f7e9b,03deec2f7e9b_fb4963,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,5e04a47f83b1,5e04a47f83b1_35699b,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,3f13b0db198c,3f13b0db198c_2b8874,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,2f64554949e2,2f64554949e2_3cc27c,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,b36737e6191e,b36737e6191e_0fae73,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,69969b21a181,69969b21a181_d843f8,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,234ccb1fcff4,234ccb1fcff4_0a55b5,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,b2b32fd21f3e,b2b32fd21f3e_9792e4,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,f20dfc331f73,f20dfc331f73_e6f4eb,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,b66e5ca15714,b66e5ca15714_5ff12f,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,2b3f4a103e69,2b3f4a103e69_b035ae,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,660b76b56b6c,660b76b56b6c_608507,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,9c22e407b747,9c22e407b747_ce12ab,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,302993ab4c7f,302993ab4c7f_d3b514,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,6867d5baf717,6867d5baf717_d4c8de,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,45fd611fc9aa,45fd611fc9aa_246990,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,8f2ee538dea0,8f2ee538dea0_d29707,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,f93eb912d8dd,f93eb912d8dd_c4db99,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,bce2e4a9a195,bce2e4a9a195_bbdbbb,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,efb6e388dbaf,efb6e388dbaf_a4b28d,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,97035a84d015,97035a84d015_fc9147,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,ea11c6662630,ea11c6662630_e35308,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,0d64812f2a94,0d64812f2a94_ec72c7,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,42cc0ae28333,42cc0ae28333_11fbff,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,0327a41c7c0b,0327a41c7c0b_14381a,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,f7eddb0b3fcf,f7eddb0b3fcf_31d5c2,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,6b47ae5bb614,6b47ae5bb614_ef2d26,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,fe14d39640d4,fe14d39640d4_98d34f,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,08f27d09bebe,08f27d09bebe_f548b7,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,a856562b109f,a856562b109f_00e5b7,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,1e26dfbbc392,1e26dfbbc392_18532c,,24,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,f80bc3f362b5,f80bc3f362b5_2dbab3,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,cd44777ae3ae,cd44777ae3ae_2f4513,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,5ea3be673f45,5ea3be673f45_b37ffd,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,e09e0a2635ad,e09e0a2635ad_63a18a,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,ec71fa0a3f20,ec71fa0a3f20_8055a7,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,8f52ed68dbd7,8f52ed68dbd7_378ea0,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,abc5ded977e7,abc5ded977e7_c9350c,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,71fb93e5beea,71fb93e5beea_500f9d,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,8c304b31e645,8c304b31e645_93b8e6,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,5344bb68d56d,5344bb68d56d_4d1ee9,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,4fc114ca4e68,4fc114ca4e68_f17bbe,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,644a0aebaf2e,644a0aebaf2e_1283ce,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,a3b8b0d5a116,a3b8b0d5a116_68e20c,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,0d05c3354717,0d05c3354717_e29deb,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,5d50c6ae8061,5d50c6ae8061_c18803,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,6ba7b752eb76,6ba7b752eb76_9ce15f,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,af15921355a7,af15921355a7_25eb9e,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,b6470626f700,b6470626f700_be3261,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,d794f0be6dea,d794f0be6dea_7dcfd2,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,ed3dac97c813,ed3dac97c813_946a56,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,2a0bc1d33285,2a0bc1d33285_03c67e,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,9f67ca935764,9f67ca935764_d2c9eb,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,d449e744ebcb,d449e744ebcb_95c47d,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,7c9018b52ca5,7c9018b52ca5_13ce82,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,da74a5571a02,da74a5571a02_3ad3d1,,94,Ribo-1 pseudolabel,,0,,0,,
pseudolabels,737875664a27,737875664a27_4d7ba5,,94,Ribo-1 pseudolabel,,0,,0,,
