dataset,id,key,letter,length,source,sublibrary,n_missing,missing_fields,n_suspicious,suspicious_fields,suspicious_notes
rfam_pdb130,RF03013:nadA_riboswitch:URS0000D6BB96_12908_1-55,RF03013_nadA_riboswitch_URS0000D6BB96_12908_1-55_e37339,,55,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF02468:Mycobacterium_sRNA_Ms_IGR-4:CP000480.1_6570040-6570077,RF02468_Mycobacterium_sRNA_Ms_IGR-4_CP000480_1_6570040-6570077_7bd6a5,,38,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03131:L25-Gammaproteobacteria_ribosomal_protein_leader:URS0001A238CA_1214065_1-25,RF03131_L25-Gammaproteobacteria_ribosomal_protein_leader_URS0001A238CA_e60df9,,25,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01837:togavirus_ribosomal_frameshift_element:AJ238578.1_2651-2679,RF01837_togavirus_ribosomal_frameshift_element_AJ238578_1_2651-2679_d10a90,,29,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03131:L25-Gammaproteobacteria_ribosomal_protein_leader:URS0001A23D61_12908_1-26,RF03131_L25-Gammaproteobacteria_ribosomal_protein_leader_URS0001A23D61_9308db,,26,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF02253:Iron_response_element_II:URS000080E231_9986_1-29,RF02253_Iron_response_element_II_URS000080E231_9986_1-29_1810f8,,29,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF02684:Type-P5_twister_ribozyme:URS0000D65CF3_12908_1-73,RF02684_Type-P5_twister_ribozyme_URS0000D65CF3_12908_1-73_dc97b9,,73,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF00364:mir-BART2_microRNA_precursor_family:L06830.1_499-438,RF00364_mir-BART2_microRNA_precursor_family_L06830_1_499-438_588e0d,,62,RFAM-PDB 130,,3,near_title|best_tm1|near,0,,
rfam_pdb130,RF01988:Selenocysteine_insertion_sequence_2:U00096.2_4296977-4296923,RF01988_Selenocysteine_insertion_sequence_2_U00096_2_4296977-4296923_374eab,,55,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01349:CRISPR_RNA_direct_repeat_element:ABDP01000018.1_10281-10310,RF01349_CRISPR_RNA_direct_repeat_element_ABDP01000018_1_10281-10310_1a4f78,,30,RFAM-PDB 130,,3,near_title|best_tm1|near,0,,
rfam_pdb130,RF01382:HIV-1_stem-loop_4_packaging_signal:X04415.1_351-370,RF01382_HIV-1_stem-loop_4_packaging_signal_X04415_1_351-370_dc2332,,20,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01834:ribosomal_frameshift_site:M25381.1_1893-1927,RF01834_ribosomal_frameshift_site_M25381_1_1893-1927_19558d,,35,RFAM-PDB 130,,3,near_title|best_tm1|near,0,,
rfam_pdb130,RF00390:UPSK_RNA:J04373.1_6212-6234,RF00390_UPSK_RNA_J04373_1_6212-6234_c188bf,,23,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF01054:PreQ1-II_(pre_queuosine)_riboswitch_aptamer:URS000080E2D6_32630_1-59,RF01054_PreQ1-II__pre_queuosine__riboswitch_aptamer_URS000080E2D6_3263_e63d53,,59,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF00622:Mammalian_CPEB3_ribozyme:URS0002617738_9598_1-69,RF00622_Mammalian_CPEB3_ribozyme_URS0002617738_9598_1-69_c8a475,,69,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF02253:Iron_response_element_II:U87926.1_193-223,RF02253_Iron_response_element_II_U87926_1_193-223_d1f754,,31,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01836:ribosomal_frameshift_site:EU708192.1_1780-1806,RF01836_ribosomal_frameshift_site_EU708192_1_1780-1806_1f3636,,27,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00169:Bacterial_small_signal_recognition_particle_RNA:CP000009.1_645655-645623,RF00169_Bacterial_small_signal_recognition_particle_RNA_CP000009_1_645_ae9ff0,,33,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01734:Fluoride_riboswitch_aptamer_(crcB_RNA_motif):URS000080E2F0_93929_1-52,RF01734_Fluoride_riboswitch_aptamer__crcB_RNA_motif_URS000080E2F0_9392_df8579,,52,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF03131:L25-Gammaproteobacteria_ribosomal_protein_leader:URS0001A23EB2_12908_1-26,RF03131_L25-Gammaproteobacteria_ribosomal_protein_leader_URS0001A23EB2_e64643,,26,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00005:tRNA:AB042240.3_6758-6687,RF00005_tRNA_AB042240_3_6758-6687_dd86f3,,72,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03131:L25-Gammaproteobacteria_ribosomal_protein_leader:URS0001A245A4_12908_1-26,RF03131_L25-Gammaproteobacteria_ribosomal_protein_leader_URS0001A245A4_6e527d,,26,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00341:Small_nucleolar_RNA_Z39:U58655.1_2127-2188,RF00341_Small_nucleolar_RNA_Z39_U58655_1_2127-2188_bce5e1,,62,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01684:MALAT1-associated_small_cytoplasmic_RNA_MEN_beta_RNA:AAVX01392965.1_352-296,RF01684_MALAT1-associated_small_cytoplasmic_RNA_MEN_beta_RNA_AAVX01392_a66855,,57,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01352:CRISPR_RNA_direct_repeat_element:AAJM01000009.1_9302-9274,RF01352_CRISPR_RNA_direct_repeat_element_AAJM01000009_1_9302-9274_67858d,,29,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03537:Tick-borne_Flavivirus_short_stem-loop_SL6:NC_006947.1_10506-10542,RF03537_Tick-borne_Flavivirus_short_stem-loop_SL6_NC_006947_1_10506-10_ef14bb,,37,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF02276:Hammerhead_ribozyme_(type_II):AE017285.1_2805967-2806034,RF02276_Hammerhead_ribozyme__type_II_AE017285_1_2805967-2806034_8c735d,,68,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF01737:flpD_RNA:AE009439.1_172713-172667,RF01737_flpD_RNA_AE009439_1_172713-172667_f2cfef,,47,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03217:mir-3167_microRNA_precursor_family:URS000075A4F3_9606_15-73,RF03217_mir-3167_microRNA_precursor_family_URS000075A4F3_9606_15-73_cc6ada,,59,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01939:microRNA_mir-761:URS000075F0EC_9606_1-59,RF01939_microRNA_mir-761_URS000075F0EC_9606_1-59_bf7908,,59,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00776:microRNA_mir-540:URS0000759CB8_10090_1-67,RF00776_microRNA_mir-540_URS0000759CB8_10090_1-67_f31088,,67,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00037:Iron_response_element_I:AY032659.1_108-140,RF00037_Iron_response_element_I_AY032659_1_108-140_3df459,,33,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00005:tRNA:AB003409.1_96-167,RF00005_tRNA_AB003409_1_96-167_4948a5,,72,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01380:Human_immunodeficiency_virus_type_1_major_splice_donor:EF545108.1_38-56,RF01380_Human_immunodeficiency_virus_type_1_major_splice_donor_EF54510_0e04f7,,19,RFAM-PDB 130,,3,near_title|best_tm1|near,0,,
rfam_pdb130,RF00037:Iron_response_element_I:BT075303.1_10-45,RF00037_Iron_response_element_I_BT075303_1_10-45_0597b5,,36,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01101:Pseudoknot_of_tRNA-like_structure:X03686.1_1866-1905,RF01101_Pseudoknot_of_tRNA-like_structure_X03686_1_1866-1905_cdb5cc,,40,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF02095:mir-2985-2_microRNA_precursor:URS000080DF7D_10116_1-71,RF02095_mir-2985-2_microRNA_precursor_URS000080DF7D_10116_1-71_b07206,,71,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01749:pan_motif:AP008230.1_226528-226558,RF01749_pan_motif_AP008230_1_226528-226558_226441,,31,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01082:Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR:AJ132577.1_3357-3381,RF01082_Pseudoknot_of_upstream_pseudoknot_domain__UPD__of_the_3_UTR_AJ_863650,,25,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF03655:MIR1887_microRNA_precursor_family:URS0000A77779_3702_1-63,RF03655_MIR1887_microRNA_precursor_family_URS0000A77779_3702_1-63_4c1f5b,,63,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03919:mir-1540_microRNA_precursor_family:URS000075BF32_9305_63-121,RF03919_mir-1540_microRNA_precursor_family_URS000075BF32_9305_63-121_57c32c,,59,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00756:microRNA_mir-299:URS000075B841_10090_1-49,RF00756_microRNA_mir-299_URS000075B841_10090_1-49_21b4c0,,49,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00385:Infectious_bronchitis_virus_D-RNA:U52601.1_1238-1278,RF00385_Infectious_bronchitis_virus_D-RNA_U52601_1_1238-1278_c1beb4,,41,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01081:Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR:AJ132576.1_6778-6803,RF01081_Pseudoknot_of_upstream_pseudoknot_domain__UPD__of_the_3_UTR_AJ_10ca3f,,26,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF00767:microRNA_mir-150:URS0000759E42_10090_1-65,RF00767_microRNA_mir-150_URS0000759E42_10090_1-65_4722ef,,65,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01380:Human_immunodeficiency_virus_type_1_major_splice_donor:K03454.1_282-300,RF01380_Human_immunodeficiency_virus_type_1_major_splice_donor_K03454__5d44a6,,19,RFAM-PDB 130,,3,near_title|best_tm1|near,0,,
rfam_pdb130,RF02940:COG3860_RNA:URS0000D6B08C_12908_1-56,RF02940_COG3860_RNA_URS0000D6B08C_12908_1-56_744035,,56,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF02253:Iron_response_element_II:DQ496099.1_33592-33622,RF02253_Iron_response_element_II_DQ496099_1_33592-33622_bbde22,,31,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00207:K10_transport_localisation_element_(TLS):AY060415.1_2224-2267,RF00207_K10_transport_localisation_element__TLS_AY060415_1_2224-2267_7b35c1,,44,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01380:Human_immunodeficiency_virus_type_1_major_splice_donor:AF190128.1_57-75,RF01380_Human_immunodeficiency_virus_type_1_major_splice_donor_AF19012_bd122d,,19,RFAM-PDB 130,,3,near_title|best_tm1|near,0,,
rfam_pdb130,RF02263:MAT2A_3'UTR_stem_loop_D:AADD01036532.1_25137-25097,RF02263_MAT2A_3_UTR_stem_loop_D_AADD01036532_1_25137-25097_1e80dd,,41,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF02796:Pab160_RNA:CP001398.1_1107569-1107637,RF02796_Pab160_RNA_CP001398_1_1107569-1107637_6cbc96,,69,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03013:nadA_riboswitch:URS0000D6A5DE_12908_1-67,RF03013_nadA_riboswitch_URS0000D6A5DE_12908_1-67_95fb7b,,67,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF02262:MAT2A_3'UTR_stem_loop_C:AC190303.9_101932-101881,RF02262_MAT2A_3_UTR_stem_loop_C_AC190303_9_101932-101881_4a1005,,52,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00037:Iron_response_element_I:M14211.1_193-227,RF00037_Iron_response_element_I_M14211_1_193-227_bef0ac,,35,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00731:microRNA_mir-155:URS000075E28F_7955_8-71,RF00731_microRNA_mir-155_URS000075E28F_7955_8-71_88d005,,64,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF04067:mir-4520_microRNA_precursor_family:URS000075E5DC_9606_1-54,RF04067_mir-4520_microRNA_precursor_family_URS000075E5DC_9606_1-54_c723c4,,54,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00037:Iron_response_element_I:Y09188.1_1-35,RF00037_Iron_response_element_I_Y09188_1_1-35_548742,,35,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03900:mir-9242_microRNA_precursor_family:URS0000D530AA_29078_7-72,RF03900_mir-9242_microRNA_precursor_family_URS0000D530AA_29078_7-72_e57911,,66,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01047:HBV_RNA_encapsidation_signal_epsilon:X85254.1_1849-1909,RF01047_HBV_RNA_encapsidation_signal_epsilon_X85254_1_1849-1909_b1d3b2,,61,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00687:microRNA_mir-136:URS000075AB4F_10090_1-62,RF00687_microRNA_mir-136_URS000075AB4F_10090_1-62_66a0c3,,62,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01684:MALAT1-associated_small_cytoplasmic_RNA_MEN_beta_RNA:AANN01095771.1_1642-1585,RF01684_MALAT1-associated_small_cytoplasmic_RNA_MEN_beta_RNA_AANN01095_22941f,,58,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03994:mir-7558_microRNA_precursor_family:URS0000D50250_7998_1-51,RF03994_mir-7558_microRNA_precursor_family_URS0000D50250_7998_1-51_9484f1,,51,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03985:mir-9250_microRNA_precursor_family:URS0000D537B7_29078_4-66,RF03985_mir-9250_microRNA_precursor_family_URS0000D537B7_29078_4-66_3fa90c,,63,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF02263:MAT2A_3'UTR_stem_loop_D:BC080342.1_2125-2162,RF02263_MAT2A_3_UTR_stem_loop_D_BC080342_1_2125-2162_2bff18,,38,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00574:Small_nucleolar_RNA_SNORD69:AAIY01362622.1_3207-3282,RF00574_Small_nucleolar_RNA_SNORD69_AAIY01362622_1_3207-3282_b6df8a,,76,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03760:mir-2041_microRNA_precursor_family:URS0000D55A95_45351_1-68,RF03760_mir-2041_microRNA_precursor_family_URS0000D55A95_45351_1-68_6b2557,,68,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01114:Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR:Z96945.1_505-526,RF01114_Pseudoknot_of_upstream_pseudoknot_domain__UPD__of_the_3_UTR_Z9_f7ed2d,,22,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF02044:CDKN2B_antisense_RNA_1_convserved_region_2:AAWR02015923.1_40-85,RF02044_CDKN2B_antisense_RNA_1_convserved_region_2_AAWR02015923_1_40-8_b8675f,,46,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF00767:microRNA_mir-150:URS00006C2FD9_10116_3-83,RF00767_microRNA_mir-150_URS00006C2FD9_10116_3-83_46009a,,81,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03602:mir-8250_microRNA_precursor_family:URS0000D53C33_54126_1-60,RF03602_mir-8250_microRNA_precursor_family_URS0000D53C33_54126_1-60_30735e,,60,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00436:UnaL2_LINE_3'_element:AB179624.1_3561-3614,RF00436_UnaL2_LINE_3__element_AB179624_1_3561-3614_12dff9,,54,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01688:Actino-pnp_RNA:AACY020708686.1_419-480,RF01688_Actino-pnp_RNA_AACY020708686_1_419-480_c57e49,,62,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03299:mir-1000_microRNA_precursor_family:URS000075ABFC_7070_8-77,RF03299_mir-1000_microRNA_precursor_family_URS000075ABFC_7070_8-77_f0e9a2,,70,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03485:mir-4000_microRNA_precursor_family:URS000075BD5E_7719_1-52,RF03485_mir-4000_microRNA_precursor_family_URS000075BD5E_7719_1-52_e8ac86,,52,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01895:microRNA_mir-193:URS000075B5F0_10090_1-66,RF01895_microRNA_mir-193_URS000075B5F0_10090_1-66_b5c29a,,66,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF02095:mir-2985-2_microRNA_precursor:URS00007E4F87_9258_1-55,RF02095_mir-2985-2_microRNA_precursor_URS00007E4F87_9258_1-55_77f9e2,,55,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF02519:ToxI_antitoxin:CP000905.1_47243-47276,RF02519_ToxI_antitoxin_CP000905_1_47243-47276_2084f6,,34,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF03975:mir-5881_microRNA_precursor_family:URS0000A6A4C7_6279_19-84,RF03975_mir-5881_microRNA_precursor_family_URS0000A6A4C7_6279_19-84_6a651e,,66,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF02265:MAT2A_3'UTR_stem_loop_F:AY603043.1_620-685,RF02265_MAT2A_3_UTR_stem_loop_F_AY603043_1_620-685_192e51,,66,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03701:mir-4041_microRNA_precursor_family:URS000075CE45_7719_1-53,RF03701_mir-4041_microRNA_precursor_family_URS000075CE45_7719_1-53_50244b,,53,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01900:microRNA_mir-2024:URS0000D537BF_45351_1-63,RF01900_microRNA_mir-2024_URS0000D537BF_45351_1-63_9c2b0d,,63,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03485:mir-4000_microRNA_precursor_family:URS0000A9B32D_7719_1-54,RF03485_mir-4000_microRNA_precursor_family_URS0000A9B32D_7719_1-54_b87dae,,54,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00522:PreQ1_(pre_queuosine)_riboswitch_aptamer:URS000080E08D_32630_1-36,RF00522_PreQ1__pre_queuosine__riboswitch_aptamer_URS000080E08D_32630_1_fec07d,,36,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF02094:mir-1803_microRNA_precursor:URS0000641432_9031_7-82,RF02094_mir-1803_microRNA_precursor_URS0000641432_9031_7-82_6f3d24,,76,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03054:Xanthine_riboswitch_aptamer_(NMT1_RNA):URS0000D689F1_12908_1-70,RF03054_Xanthine_riboswitch_aptamer__NMT1_RNA_URS0000D689F1_12908_1-70_9731a6,,70,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03549:mir-15_2_microRNA_precursor_family:URS0000D55DBD_9315_17-72,RF03549_mir-15_2_microRNA_precursor_family_URS0000D55DBD_9315_17-72_57a441,,56,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00652:microRNA_MIR478:AY728460.1_1-59,RF00652_microRNA_MIR478_AY728460_1_1-59_9ffa93,,59,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF02984:DUF3800-X_RNA:URS0000D68BF5_12908_1-72,RF02984_DUF3800-X_RNA_URS0000D68BF5_12908_1-72_f7a0f8,,72,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03936:mir-4079_microRNA_precursor_family:URS000075B7C1_7719_1-50,RF03936_mir-4079_microRNA_precursor_family_URS000075B7C1_7719_1-50_3860d7,,50,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03226:mir-8196_microRNA_precursor_family:URS00007ACCD6_6239_2-65,RF03226_mir-8196_microRNA_precursor_family_URS00007ACCD6_6239_2-65_fc5a3f,,64,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03865:mir-7637_microRNA_precursor_family:URS0000D50D60_135651_1-60,RF03865_mir-7637_microRNA_precursor_family_URS0000D50D60_135651_1-60_da1ef0,,60,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01015:microRNA_mir-885:URS00007E37B9_246437_1-53,RF01015_microRNA_mir-885_URS00007E37B9_246437_1-53_f4d339,,53,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01727:SAM_SAH_riboswitch_aptamer:CP000032.1_9372-9422,RF01727_SAM_SAH_riboswitch_aptamer_CP000032_1_9372-9422_62ecc2,,51,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF01337:CRISPR_RNA_direct_repeat_element:AY596293.1_36472-36501,RF01337_CRISPR_RNA_direct_repeat_element_AY596293_1_36472-36501_36b03e,,30,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03925:mir-1011_microRNA_precursor_family:URS000079C1D2_7227_1-54,RF03925_mir-1011_microRNA_precursor_family_URS000079C1D2_7227_1-54_d0db90,,54,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00783:microRNA_mir-484:URS000075EE2E_9544_1-63,RF00783_microRNA_mir-484_URS000075EE2E_9544_1-63_7b7ae9,,63,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF00008:Hammerhead_ribozyme_(type_III):AJ550909.1_282-333,RF00008_Hammerhead_ribozyme__type_III_AJ550909_1_282-333_804d1b,,52,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01068:Guanidine-II_riboswitch_aptamer_(mini-ykkC):CP000462.1_2127857-2127812,RF01068_Guanidine-II_riboswitch_aptamer__mini-ykkC_CP000462_1_2127857-_01395b,,46,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF03233:hvt-mir-H16_microRNA_precursor_family:URS0000D5574F_37108_1-64,RF03233_hvt-mir-H16_microRNA_precursor_family_URS0000D5574F_37108_1-64_bbc1f8,,64,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01080:Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR:AJ271839.1_3358-3389,RF01080_Pseudoknot_of_upstream_pseudoknot_domain__UPD__of_the_3_UTR_AJ_761c7d,,32,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF01835:ribosomal_frameshift_site:U83413.1_240-284,RF01835_ribosomal_frameshift_site_U83413_1_240-284_f0521e,,45,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF02806:Pyrobaculum_sRNA_208:AE009441.1_2183899-2183840,RF02806_Pyrobaculum_sRNA_208_AE009441_1_2183899-2183840_ea0a55,,60,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF00446:mir-133_microRNA_precursor_family:URS000075CD60_10090_21-93,RF00446_mir-133_microRNA_precursor_family_URS000075CD60_10090_21-93_99aebc,,73,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01330:CRISPR_RNA_direct_repeat_element:CP000230.1_2716038-2716074,RF01330_CRISPR_RNA_direct_repeat_element_CP000230_1_2716038-2716074_38dcae,,37,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01750:ZMP_ZTP_riboswitch_aptamer_(pfl_RNA_motif):URS0000868555_1660_1-64,RF01750_ZMP_ZTP_riboswitch_aptamer__pfl_RNA_motif_URS0000868555_1660_1_cb458c,,64,RFAM-PDB 130,,2,overhang3|overhang5,0,,
rfam_pdb130,RF01852:Selenocysteine_transfer_RNA:L77117.1_111768-111852,RF01852_Selenocysteine_transfer_RNA_L77117_1_111768-111852_064148,,85,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF01705:Flavo-1_RNA:CP000685.1_2288233-2288156,RF01705_Flavo-1_RNA_CP000685_1_2288233-2288156_c25971,,78,RFAM-PDB 130,,0,,0,,
rfam_pdb130,RF03830:mir-1003_microRNA_precursor_family:URS00007B747B_7227_1-56,RF03830_mir-1003_microRNA_precursor_family_URS00007B747B_7227_1-56_083df1,,56,RFAM-PDB 130,,0,,0,,
