dataset,id,key,letter,length,source,sublibrary,n_missing,missing_fields,n_suspicious,suspicious_fields,suspicious_notes
ribo2,6661634-ribonanza2e,,E,28,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,7245350-ribonanza2e,,E,23,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,3041764-ribonanza2f,,F,22,FGH_natural,RNAcentral_130_dedup,5,rfam_name|shape_agr|mean_prot_2a3|rfam_id|r2a3,0,,
ribo2,7959898-ribonanza2b,,B,25,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,1105013-ribonanza2f,,F,25,FGH_natural,RNAcentral_130_dedup,6,rfam_name|shape_agr|score|mean_prot_2a3|rfam_id|r2a3,0,,
ribo2,0706091-ribonanza2d,,D,28,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,7541520-ribonanza2a,,A,28,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,3270371-ribonanza2f,,F,23,FGH_natural,RNAcentral_130_dedup,6,rfam_name|shape_agr|score|mean_prot_2a3|rfam_id|r2a3,0,,
ribo2,6231904-ribonanza2c,,C,22,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,6999857-ribonanza2a,,A,22,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,3859742-ribonanza2e,,E,30,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,2767773-ribonanza2c,,C,31,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,1743707-ribonanza2f,,F,28,FGH_natural,RNAcentral_130_dedup,6,rfam_name|shape_agr|score|mean_prot_2a3|rfam_id|r2a3,0,,
ribo2,6979510-ribonanza2e,,E,24,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,3540130-ribonanza2f,,F,22,FGH_natural,RNAcentral_130_dedup,6,rfam_name|shape_agr|score|mean_prot_2a3|rfam_id|r2a3,0,,
ribo2,6820259-ribonanza2a,,A,26,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,5724656-ribonanza2a,,A,36,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,0391020-ribonanza2h,,H,26,FGH_natural,RNAcentral100,6,member_dbs|rfam_name|rnacentral_name|rna_type|rfam_id|rnacentral_id,6,member_dbs|rfam_name|rnacentral_name|rna_type|rfam_id|rnacentral_id,"member_dbs: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rfam_name: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rnacentral_name: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rna_type: letter H has 0% rna_type coverage, matching the RNAcentral/Rfam enrichment gap above; rfam_id: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rnacentral_id: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H"
ribo2,4590776-ribonanza2e,,E,28,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,0320012-ribonanza2d,,D,28,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,7311611-ribonanza2a,,A,20,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,3289580-ribonanza2a,,A,22,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,6682036-ribonanza2a,,A,20,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,2637758-ribonanza2e,,E,25,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,1756059-ribonanza2f,,F,23,FGH_natural,RNAcentral_130_dedup,5,rfam_name|shape_agr|mean_prot_2a3|rfam_id|r2a3,0,,
ribo2,4139672-ribonanza2a,,A,20,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,7840487-ribonanza2a,,A,20,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,4081673-ribonanza2a,,A,26,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,5769491-ribonanza2a,,A,26,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,7740646-ribonanza2e,,E,23,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,3271185-ribonanza2e,,E,20,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,6885945-ribonanza2e,,E,22,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,6033968-ribonanza2d,,D,20,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,6780175-ribonanza2a,,A,27,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,1844953-ribonanza2f,,F,30,FGH_natural,RNAcentral_130_dedup,5,rfam_name|shape_agr|mean_prot_2a3|rfam_id|r2a3,0,,
ribo2,5635891-ribonanza2b,,B,23,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,5977322-ribonanza2c,,C,28,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,3141079-ribonanza2e,,E,21,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,5907310-ribonanza2b,,B,32,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,4977656-ribonanza2d,,D,20,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,7797693-ribonanza2a,,A,23,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,1356966-ribonanza2d,,D,20,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,2233091-ribonanza2e,,E,25,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,3298994-ribonanza2c,,C,27,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,7990508-ribonanza2e,,E,27,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,5683685-ribonanza2e,,E,20,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,2279131-ribonanza2h,,H,28,FGH_natural,RNAcentral100,8,member_dbs|rfam_name|rnacentral_name|rna_type|score|mean_prot_2a3|rfam_id|rnacentral_id,6,member_dbs|rfam_name|rnacentral_name|rna_type|rfam_id|rnacentral_id,"member_dbs: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rfam_name: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rnacentral_name: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rna_type: letter H has 0% rna_type coverage, matching the RNAcentral/Rfam enrichment gap above; rfam_id: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rnacentral_id: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H"
ribo2,7681405-ribonanza2a,,A,30,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,5613340-ribonanza2e,,E,23,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,4278583-ribonanza2d,,D,22,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,4091589-ribonanza2c,,C,28,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,2527297-ribonanza2f,,F,22,FGH_natural,RNAcentral_130_dedup,6,rfam_name|shape_agr|score|mean_prot_2a3|rfam_id|r2a3,0,,
ribo2,6463705-ribonanza2c,,C,20,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,7220747-ribonanza2e,,E,22,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,4769730-ribonanza2e,,E,22,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,7303432-ribonanza2a,,A,32,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,0286128-ribonanza2d,,D,33,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,7360106-ribonanza2h,,H,23,FGH_natural,RNAcentral100,6,member_dbs|rfam_name|rnacentral_name|rna_type|rfam_id|rnacentral_id,6,member_dbs|rfam_name|rnacentral_name|rna_type|rfam_id|rnacentral_id,"member_dbs: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rfam_name: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rnacentral_name: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rna_type: letter H has 0% rna_type coverage, matching the RNAcentral/Rfam enrichment gap above; rfam_id: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rnacentral_id: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H"
ribo2,4806938-ribonanza2e,,E,21,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,3777078-ribonanza2a,,A,20,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,4001864-ribonanza2a,,A,20,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,6665324-ribonanza2e,,E,30,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,6957776-ribonanza2e,,E,20,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,2933366-ribonanza2e,,E,23,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,2731282-ribonanza2f,,F,29,FGH_natural,RNAcentral_130_dedup,5,rfam_name|shape_agr|mean_prot_2a3|rfam_id|r2a3,0,,
ribo2,7845971-ribonanza2d,,D,24,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,6082406-ribonanza2e,,E,23,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,5091796-ribonanza2c,,C,30,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,4686501-ribonanza2c,,C,21,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,5034070-ribonanza2c,,C,26,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,7954543-ribonanza2a,,A,20,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,3558332-ribonanza2f,,F,21,FGH_natural,RNAcentral_130_dedup,6,rfam_name|shape_agr|score|mean_prot_2a3|rfam_id|r2a3,0,,
ribo2,3292219-ribonanza2d,,D,23,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,6704881-ribonanza2a,,A,25,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,7933170-ribonanza2a,,A,21,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,7475783-ribonanza2a,,A,25,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,7079424-ribonanza2d,,D,32,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,1084594-ribonanza2d,,D,30,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,6965728-ribonanza2d,,D,28,AE_synthetic,UW_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,1352378-ribonanza2f,,F,28,FGH_natural,RNAcentral_130_dedup,5,rfam_name|shape_agr|mean_prot_2a3|rfam_id|r2a3,0,,
ribo2,0571490-ribonanza2h,,H,21,FGH_natural,RNAcentral100,8,member_dbs|rfam_name|rnacentral_name|rna_type|score|mean_prot_2a3|rfam_id|rnacentral_id,6,member_dbs|rfam_name|rnacentral_name|rna_type|rfam_id|rnacentral_id,"member_dbs: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rfam_name: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rnacentral_name: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rna_type: letter H has 0% rna_type coverage, matching the RNAcentral/Rfam enrichment gap above; rfam_id: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H; rnacentral_id: letter H has 0% RNAcentral/Rfam coverage across all its records, while letter F is ~99% covered -- enrich_fgh_metadata.py looks like it never ran (or had no source parquet) for H"
ribo2,5798778-ribonanza2a,,A,28,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,7867464-ribonanza2d,,D,23,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,6153650-ribonanza2f,,F,23,FGH_natural,RNAcentral100,4,rfam_name|score|mean_prot_2a3|rfam_id,0,,
ribo2,4466198-ribonanza2a,,A,30,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,4646386-ribonanza2d,,D,20,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,3926792-ribonanza2d,,D,25,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,3769317-ribonanza2c,,C,30,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,7002181-ribonanza2e,,E,27,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,6769799-ribonanza2d,,D,30,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overhang3|overlap_ae|overhang5|rnacentral_id,0,,
ribo2,5999864-ribonanza2d,,D,22,AE_synthetic,gRNAde_Designs,9,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,2695496-ribonanza2f,,F,23,FGH_natural,RNAcentral_130_dedup,5,rfam_name|shape_agr|mean_prot_2a3|rfam_id|r2a3,0,,
ribo2,3101598-ribonanza2d,,D,21,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
ribo2,7009435-ribonanza2a,,A,36,AE_synthetic,gRNAde_Designs,11,member_dbs|rfam_name|rnacentral_name|openknot|rna_type|overlap_global_fold_id|score|mean_prot_2a3|rfam_id|overlap_ae|rnacentral_id,0,,
